x,y,yaw,steeringAngle,velocity,srate
-98.54,-500.341,1.13336,0.00497414,0,0
-98.54,-500.341,1.13336,0.00497414,0,0
-98.54,-500.341,1.13336,0.00497414,0,0
-98.54,-500.341,1.13336,0.00497414,0,0
-98.54,-500.341,1.13336,0.00497414,0,0
-98.54,-500.341,1.13336,0.00497414,0,0
-98.54,-500.341,1.13336,0.00497414,0,0
-98.54,-500.341,1.13336,0.00497414,0,0
-98.54,-500.341,1.13336,0.00497414,0,0
-98.54,-500.341,1.13336,0.00497414,0,0
-98.54,-500.341,1.13336,0.00497414,0,0
-98.54,-500.341,1.13336,0.00497414,0,0
-98.54,-500.341,1.13336,0.00497414,0,0
-98.54,-500.341,1.13336,0.00497414,0,0
-98.54,-500.341,1.13336,0.00497414,0,0
-98.54,-500.341,1.13336,0.00497414,0,0
-98.54,-500.341,1.13336,0.00497414,0,0
-98.54,-500.341,1.13336,0.00497414,0,0
-98.54,-500.341,1.13336,0.00497414,0,0
-98.54,-500.341,1.13336,0.00497414,0,0
-98.54,-500.341,1.13336,0.00497414,0,0
-98.54,-500.341,1.13336,0.00497414,0,0
-98.54,-500.341,1.13336,0.00497414,0,0
-98.54,-500.341,1.13336,0.00497414,0,0
-98.54,-500.341,1.13336,0.00497414,0,0
-98.54,-500.341,1.13336,0.00497414,0,0
-98.54,-500.341,1.13336,0.00497414,0,0
-98.54,-500.341,1.13336,0.00497414,0,0
-98.54,-500.341,1.13336,0.00497414,0,0
-98.54,-500.341,1.13336,0.00497414,0,0
-98.54,-500.341,1.13336,0.00497414,0,0
-98.54,-500.341,1.13336,0.00497414,0,0
-98.54,-500.341,1.13336,0.00497414,0,0
-98.54,-500.341,1.13336,0.00497414,0,0
-98.54,-500.341,1.13336,0.00497414,0,0
-98.54,-500.341,1.13336,0.00497414,0,0
-98.54,-500.341,1.13336,0.00497414,0,0
-98.54,-500.341,1.13336,0.00497414,0,0
-98.54,-500.341,1.13336,0.00497414,0,0
-98.54,-500.341,1.13336,0.00497414,0,0
-98.54,-500.341,1.13336,0.00497414,0,0
-98.54,-500.341,1.13336,0.00497414,0,0
-98.54,-500.341,1.13336,0.00497414,0,0
-98.54,-500.341,1.13336,0.00497414,0,0
-98.54,-500.341,1.13336,0.00497414,0,0
-98.54,-500.341,1.13336,0.00497414,0,0
-98.54,-500.341,1.13336,0.00497414,0,0
-98.54,-500.341,1.13336,0.00497414,0,0
-98.54,-500.341,1.13336,0.00497414,0,0
-98.54,-500.341,1.13336,0.00497414,0,0
-98.54,-500.341,1.13336,0.00497414,0,0
-98.54,-500.341,1.13336,0.00497414,0,0
-98.54,-500.341,1.13336,0.00497414,0,0
-98.54,-500.341,1.13336,0.00497414,0,0
-98.54,-500.341,1.13336,0.00497414,0,0
-98.54,-500.341,1.13336,0.00497414,0,0
-98.54,-500.341,1.13336,0.00497414,0,0
-98.54,-500.341,1.13336,0.00497414,0,0
-98.54,-500.341,1.13336,0.00497414,0,0
-98.54,-500.341,1.13336,0.00497414,0,0
-98.54,-500.341,1.13336,0.00497414,0,0
-98.54,-500.341,1.13336,0.00497414,0,0
-98.54,-500.341,1.13336,0.00497414,0,0
-98.54,-500.341,1.13336,0.00497414,0,0
-98.54,-500.341,1.13336,0.00497414,0,0
-98.54,-500.341,1.13336,0.00497414,0,0
-98.54,-500.341,1.13336,0.00497414,0,0
-98.54,-500.341,1.13336,0.00497414,0,0
